"count","day"
1589,"2017-06-06"
1668,"2017-07-06"
2973,"2017-08-06"
1917,"2017-09-06"
3287,"2017-10-06"
4482,"2017-11-06"
2805,"2017-12-06"
3252,"2017-13-06"
3867,"2017-14-06"
4047,"2017-15-06"
2309,"2017-16-06"
2066,"2017-17-06"
4294,"2017-18-06"
3970,"2017-19-06"
4172,"2017-20-06"
4161,"2017-21-06"
2950,"2017-22-06"
3260,"2017-23-06"
2551,"2017-24-06"
2179,"2017-25-06"
3229,"2017-26-06"
2527,"2017-27-06"
1790,"2017-28-06"
2148,"2017-29-06"
2450,"2017-30-06"
678,"2017-01-07"
1737,"2017-02-07"
3494,"2017-03-07"
3835,"2017-04-07"
4285,"2017-05-07"
3509,"2017-06-07"
3504,"2017-07-07"
3156,"2017-08-07"
4006,"2017-09-07"
2169,"2017-10-07"
3084,"2017-11-07"
1005,"2017-12-07"
3652,"2017-13-07"
2190,"2017-14-07"
2933,"2017-15-07"
2570,"2017-16-07"
2435,"2017-17-07"
4430,"2017-18-07"
2765,"2017-19-07"
1903,"2017-20-07"
3744,"2017-21-07"
2624,"2017-22-07"
2155,"2017-23-07"
963,"2017-24-07"
658,"2017-25-07"
2259,"2017-26-07"
2332,"2017-27-07"
2327,"2017-28-07"
2219,"2017-29-07"
3343,"2017-30-07"
3445,"2017-31-07"
1820,"2017-01-08"
2811,"2017-02-08"
2071,"2017-03-08"
2569,"2017-04-08"
1056,"2017-05-08"
3587,"2017-06-08"
3715,"2017-07-08"
1704,"2017-08-08"
3109,"2017-09-08"
579,"2017-10-08"
1112,"2017-11-08"
722,"2017-12-08"
3432,"2017-13-08"
3595,"2017-14-08"
1806,"2017-15-08"
3209,"2017-16-08"
2046,"2017-17-08"
762,"2017-18-08"
1404,"2017-19-08"
2182,"2017-20-08"
3081,"2017-21-08"
3607,"2017-22-08"
4244,"2017-23-08"
3180,"2017-24-08"
2890,"2017-25-08"
2457,"2017-26-08"
3753,"2017-27-08"
3958,"2017-28-08"
4510,"2017-29-08"
2602,"2017-30-08"
1469,"2017-31-08"
2397,"2017-01-09"
1342,"2017-02-09"
2879,"2017-03-09"
3079,"2017-04-09"
2727,"2017-05-09"
1707,"2017-06-09"
2352,"2017-07-09"
1138,"2017-08-09"
780,"2017-09-09"
2614,"2017-10-09"
1445,"2017-11-09"
1602,"2017-12-09"
1251,"2017-13-09"
1192,"2017-14-09"
1347,"2017-15-09"
1463,"2017-16-09"
1731,"2017-17-09"
1328,"2017-18-09"
1556,"2017-19-09"
1699,"2017-20-09"
2778,"2017-21-09"
2339,"2017-22-09"
1933,"2017-23-09"
2399,"2017-24-09"
2296,"2017-25-09"
2488,"2017-26-09"
2969,"2017-27-09"
1992,"2017-28-09"
2346,"2017-29-09"
317,"2017-30-09"
2235,"2017-01-10"
1287,"2017-02-10"
1528,"2017-03-10"
1896,"2017-04-10"
1347,"2017-05-10"
1204,"2017-06-10"
622,"2017-07-10"
754,"2017-08-10"
1527,"2017-09-10"
1532,"2017-10-10"
2113,"2017-11-10"
2309,"2017-12-10"
2129,"2017-13-10"
2881,"2017-14-10"
4411,"2017-15-10"
3242,"2017-16-10"
2927,"2017-17-10"
3082,"2017-18-10"
2765,"2017-19-10"
1445,"2017-20-10"
843,"2017-21-10"
664,"2017-22-10"
1498,"2017-23-10"
1356,"2017-24-10"
1951,"2017-25-10"
1891,"2017-26-10"
1389,"2017-27-10"
623,"2017-28-10"
759,"2017-29-10"
1276,"2017-30-10"
955,"2017-31-10"
1653,"2017-01-11"
1619,"2017-02-11"
1631,"2017-03-11"
1455,"2017-04-11"
615,"2017-05-11"
1595,"2017-06-11"
1798,"2017-07-11"
1310,"2017-08-11"
1651,"2017-09-11"
1066,"2017-10-11"
435,"2017-11-11"
309,"2017-12-11"
1543,"2017-13-11"
1541,"2017-14-11"
1484,"2017-15-11"
1626,"2017-16-11"
1559,"2017-17-11"
588,"2017-18-11"
756,"2017-19-11"
763,"2017-20-11"
969,"2017-21-11"
1990,"2017-22-11"
1537,"2017-23-11"
814,"2017-24-11"
545,"2017-25-11"
599,"2017-26-11"
810,"2017-27-11"
1372,"2017-28-11"
1395,"2017-29-11"
872,"2017-30-11"
998,"2017-01-12"
522,"2017-02-12"
200,"2017-03-12"
942,"2017-04-12"
1296,"2017-05-12"
1416,"2017-06-12"
1090,"2017-07-12"
830,"2017-08-12"
276,"2017-09-12"
96,"2017-10-12"
649,"2017-11-12"
995,"2017-12-12"
845,"2017-13-12"
866,"2017-14-12"
891,"2017-15-12"
529,"2017-16-12"
487,"2017-17-12"
688,"2017-18-12"
909,"2017-19-12"
754,"2017-20-12"
808,"2017-21-12"
527,"2017-22-12"
496,"2017-23-12"
404,"2017-24-12"
489,"2017-25-12"
354,"2017-26-12"
462,"2017-27-12"
634,"2017-28-12"
422,"2017-29-12"
339,"2017-30-12"
719,"2017-31-12"
392,"2018-01-01"
620,"2018-02-01"
451,"2018-03-01"
677,"2018-04-01"
1122,"2018-05-01"
949,"2018-06-01"
1337,"2018-07-01"
1399,"2018-08-01"
1381,"2018-09-01"
1197,"2018-10-01"
1417,"2018-11-01"
1248,"2018-12-01"
871,"2018-13-01"
1108,"2018-14-01"
1006,"2018-15-01"
879,"2018-16-01"
603,"2018-17-01"
557,"2018-18-01"
1055,"2018-19-01"
359,"2018-20-01"
784,"2018-21-01"
1033,"2018-22-01"
1325,"2018-23-01"
1664,"2018-24-01"
899,"2018-25-01"
1388,"2018-26-01"
1180,"2018-27-01"
849,"2018-28-01"
